,phases,bus1,kv,irradiance,Pmpp,%Pmpp,Temperature,pf,conn,kvar,kVA,%Cutin,%Cutout,EffCurve,P-TCurve,%R,%X,model,Vminpu,Vmaxpu,Balanced,LimitCurrent,yearly,daily,duty,Tyearly,Tdaily,Tduty,class,UserModel,UserData,debugtrace,VarFollowInverter,DutyStart,WattPriority,PFPriority,%PminNoVars,%PminkvarMax,kvarMax,kvarMaxAbs,kVDC,Kp,PITol,SafeVoltage,SafeMode,DynamicEq,DynOut,ControlMode,AmpLimit,AmpLimitGain,spectrum,basefreq,enabled,like
PVSystem.mypv,3,pvbus,0.48,1,800,100,25,1,delta,0,800,20,20,,,50,50,1,0.9,1.1,No,No,,pvshape,,,,,1,,,No,No,0,No,No,-1,-1,800,800,0.7,0.01,0.1,0,No,,[],GFL,-1,0.8,,60,Yes,
