hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
10, 0.32800, 290.68, -1.19435, 288.991, -119.905, 288.33, 119.961, 888.146, 178.806, 895.831, 60.0955, 896.339, -60.0385
10, 0.32900, 290.693, -1.18953, 289.001, -119.901, 288.341, 119.966, 889.721, 178.811, 897.3, 60.0993, 897.889, -60.0342
10, 0.33000, 290.705, -1.18497, 289.01, -119.897, 288.351, 119.97, 891.209, 178.815, 898.686, 60.1029, 899.353, -60.0302
10, 0.33100, 290.716, -1.18065, 289.019, -119.894, 288.361, 119.973, 892.615, 178.819, 899.996, 60.1063, 900.735, -60.0265
10, 0.33200, 290.727, -1.17658, 289.027, -119.891, 288.371, 119.977, 893.943, 178.823, 901.232, 60.1095, 902.04, -60.0229
10, 0.33300, 290.737, -1.17273, 289.035, -119.888, 288.38, 119.98, 895.198, 178.827, 902.4, 60.1126, 903.273, -60.0195
10, 0.33400, 290.747, -1.16909, 289.042, -119.885, 288.388, 119.984, 896.384, 178.831, 903.502, 60.1154, 904.437, -60.0164
10, 0.33500, 290.756, -1.16565, 289.049, -119.882, 288.396, 119.987, 897.504, 178.834, 904.544, 60.1181, 905.537, -60.0134
10, 0.33600, 290.765, -1.16239, 289.056, -119.879, 288.403, 119.989, 898.562, 178.838, 905.527, 60.1207, 906.575, -60.0105
10, 0.33700, 290.773, -1.15932, 289.062, -119.877, 288.41, 119.992, 899.561, 178.841, 906.455, 60.1231, 907.556, -60.0079
10, 0.33800, 290.781, -1.15641, 289.068, -119.875, 288.417, 119.995, 900.506, 178.844, 907.332, 60.1254, 908.482, -60.0053
10, 0.33900, 290.788, -1.15367, 289.073, -119.873, 288.423, 119.997, 901.398, 178.846, 908.16, 60.1275, 909.356, -60.0029
10, 0.34000, 290.795, -1.15107, 289.078, -119.87, 288.429, 119.999, 902.241, 178.849, 908.942, 60.1295, 910.182, -60.0007
10, 0.34100, 290.801, -1.14862, 289.083, -119.869, 288.435, 120.001, 903.037, 178.851, 909.68, 60.1315, 910.962, -59.9985
10, 0.34200, 290.807, -1.1463, 289.088, -119.867, 288.44, 120.003, 903.79, 178.854, 910.377, 60.1333, 911.699, -59.9965
10, 0.34300, 290.813, -1.14411, 289.092, -119.865, 288.445, 120.005, 904.501, 178.856, 911.036, 60.135, 912.395, -59.9946
10, 0.34400, 290.819, -1.14203, 289.096, -119.863, 288.45, 120.007, 905.172, 178.858, 911.657, 60.1366, 913.052, -59.9928
10, 0.34500, 290.824, -1.14007, 289.1, -119.862, 288.454, 120.009, 905.807, 178.86, 912.245, 60.1381, 913.673, -59.9911
10, 0.34600, 290.829, -1.13822, 289.104, -119.86, 288.459, 120.01, 906.406, 178.862, 912.799, 60.1396, 914.259, -59.9895
10, 0.34700, 290.833, -1.13647, 289.107, -119.859, 288.463, 120.012, 906.972, 178.864, 913.322, 60.1409, 914.812, -59.988
10, 0.34800, 290.838, -1.13482, 289.111, -119.858, 288.466, 120.013, 907.507, 178.865, 913.817, 60.1422, 915.335, -59.9866
10, 0.34900, 290.842, -1.13325, 289.114, -119.857, 288.47, 120.015, 908.013, 178.867, 914.283, 60.1434, 915.829, -59.9853
10, 0.35000, 290.846, -1.13178, 289.117, -119.855, 288.473, 120.016, 908.49, 178.868, 914.724, 60.1446, 916.295, -59.984
10, 0.35100, 290.849, -1.13038, 289.119, -119.854, 288.477, 120.017, 908.941, 178.87, 915.14, 60.1457, 916.735, -59.9828
10, 0.35200, 290.853, -1.12906, 289.122, -119.853, 288.48, 120.018, 909.367, 178.871, 915.534, 60.1467, 917.151, -59.9816
10, 0.35300, 290.856, -1.12781, 289.124, -119.852, 288.483, 120.019, 909.77, 178.872, 915.905, 60.1477, 917.544, -59.9806
10, 0.35400, 290.859, -1.12663, 289.127, -119.851, 288.485, 120.02, 910.15, 178.873, 916.255, 60.1486, 917.915, -59.9796
10, 0.35500, 290.862, -1.12552, 289.129, -119.851, 288.488, 120.021, 910.51, 178.874, 916.586, 60.1494, 918.265, -59.9786
10, 0.35600, 290.865, -1.12446, 289.131, -119.85, 288.49, 120.022, 910.849, 178.876, 916.899, 60.1502, 918.596, -59.9777
10, 0.35700, 290.868, -1.12347, 289.133, -119.849, 288.492, 120.023, 911.17, 178.877, 917.194, 60.151, 918.908, -59.9768
10, 0.35800, 290.87, -1.12252, 289.135, -119.848, 288.495, 120.024, 911.473, 178.877, 917.472, 60.1517, 919.203, -59.976
10, 0.35900, 290.872, -1.12163, 289.136, -119.848, 288.497, 120.025, 911.759, 178.878, 917.735, 60.1524, 919.482, -59.9753
10, 0.36000, 290.875, -1.12079, 289.138, -119.847, 288.499, 120.025, 912.03, 178.879, 917.984, 60.1531, 919.745, -59.9746
10, 0.36100, 290.877, -1.12, 289.14, -119.846, 288.5, 120.026, 912.285, 178.88, 918.219, 60.1537, 919.994, -59.9739
10, 0.36200, 290.879, -1.11925, 289.141, -119.846, 288.502, 120.027, 912.527, 178.881, 918.44, 60.1543, 920.228, -59.9732
10, 0.36300, 290.881, -1.11854, 289.142, -119.845, 288.504, 120.027, 912.755, 178.881, 918.649, 60.1548, 920.45, -59.9726
10, 0.36400, 290.882, -1.11786, 289.144, -119.845, 288.505, 120.028, 912.97, 178.882, 918.847, 60.1553, 920.659, -59.972
10, 0.36500, 290.884, -1.11723, 289.145, -119.844, 288.507, 120.028, 913.174, 178.883, 919.033, 60.1558, 920.857, -59.9715
10, 0.36600, 290.886, -1.11663, 289.146, -119.844, 288.508, 120.029, 913.366, 178.883, 919.21, 60.1563, 921.044, -59.971
10, 0.36700, 290.887, -1.11606, 289.147, -119.843, 288.509, 120.029, 913.548, 178.884, 919.376, 60.1567, 921.22, -59.9705
10, 0.36800, 290.888, -1.11553, 289.148, -119.843, 288.511, 120.03, 913.719, 178.884, 919.533, 60.1571, 921.387, -59.9701
10, 0.36900, 290.89, -1.11502, 289.149, -119.843, 288.512, 120.03, 913.882, 178.885, 919.681, 60.1575, 921.544, -59.9696
10, 0.37000, 290.891, -1.11454, 289.15, -119.842, 288.513, 120.031, 914.035, 178.885, 919.821, 60.1579, 921.693, -59.9692
10, 0.37100, 290.892, -1.11409, 289.151, -119.842, 288.514, 120.031, 914.18, 178.886, 919.954, 60.1582, 921.833, -59.9688
10, 0.37200, 290.893, -1.11366, 289.152, -119.841, 288.515, 120.032, 914.316, 178.886, 920.078, 60.1585, 921.966, -59.9685
10, 0.37300, 290.894, -1.11326, 289.153, -119.841, 288.516, 120.032, 914.446, 178.887, 920.196, 60.1588, 922.091, -59.9681
10, 0.37400, 290.895, -1.11287, 289.153, -119.841, 288.517, 120.032, 914.568, 178.887, 920.308, 60.1591, 922.209, -59.9678
10, 0.37500, 290.896, -1.11251, 289.154, -119.841, 288.517, 120.032, 914.683, 178.887, 920.413, 60.1594, 922.321, -59.9675
10, 0.37600, 290.897, -1.11217, 289.155, -119.84, 288.518, 120.033, 914.792, 178.888, 920.512, 60.1597, 922.426, -59.9672
10, 0.37700, 290.898, -1.11185, 289.155, -119.84, 288.519, 120.033, 914.895, 178.888, 920.606, 60.1599, 922.526, -59.9669
10, 0.37800, 290.899, -1.11154, 289.156, -119.84, 288.52, 120.033, 914.992, 178.888, 920.694, 60.1601, 922.62, -59.9667
10, 0.37900, 290.9, -1.11125, 289.156, -119.84, 288.52, 120.034, 915.084, 178.889, 920.778, 60.1604, 922.709, -59.9664
10, 0.38000, 290.9, -1.11098, 289.157, -119.839, 288.521, 120.034, 915.171, 178.889, 920.857, 60.1606, 922.792, -59.9662
10, 0.38100, 290.901, -1.11072, 289.157, -119.839, 288.522, 120.034, 915.253, 178.889, 920.931, 60.1608, 922.872, -59.966
10, 0.38200, 290.902, -1.11048, 289.158, -119.839, 288.522, 120.034, 915.33, 178.89, 921.002, 60.1609, 922.947, -59.9658
10, 0.38300, 290.902, -1.11025, 289.158, -119.839, 288.523, 120.034, 915.403, 178.89, 921.068, 60.1611, 923.017, -59.9656
10, 0.38400, 290.903, -1.11003, 289.159, -119.839, 288.523, 120.035, 915.473, 178.89, 921.131, 60.1613, 923.084, -59.9654
10, 0.38500, 290.903, -1.10983, 289.159, -119.839, 288.524, 120.035, 915.538, 178.89, 921.19, 60.1614, 923.147, -59.9652
10, 0.38600, 290.904, -1.10963, 289.159, -119.838, 288.524, 120.035, 915.6, 178.89, 921.246, 60.1616, 923.207, -59.9651
10, 0.38700, 290.904, -1.10944, 289.16, -119.838, 288.524, 120.035, 915.658, 178.891, 921.29, 60.1617, 923.263, -59.9649
10, 0.38800, 290.905, -1.10925, 289.16, -119.838, 288.525, 120.035, 915.713, 178.891, 921.319, 60.1618, 923.307, -59.9648
10, 0.38900, 290.905, -1.10908, 289.16, -119.838, 288.525, 120.035, 915.757, 178.891, 921.339, 60.1619, 923.335, -59.9647
10, 0.39000, 290.905, -1.10895, 289.16, -119.838, 288.526, 120.035, 915.784, 178.891, 921.353, 60.1619, 923.355, -59.9646
10, 0.39100, 290.906, -1.10885, 289.16, -119.838, 288.526, 120.035, 915.804, 178.891, 921.363, 60.162, 923.368, -59.9645
10, 0.39200, 290.906, -1.10875, 289.16, -119.838, 288.526, 120.036, 915.817, 178.891, 921.37, 60.162, 923.377, -59.9645
10, 0.39300, 290.906, -1.10867, 289.161, -119.838, 288.526, 120.036, 915.826, 178.891, 921.374, 60.1621, 923.383, -59.9644
10, 0.39400, 290.906, -1.10859, 289.161, -119.838, 288.526, 120.036, 915.832, 178.891, 921.377, 60.1621, 923.387, -59.9644
10, 0.39500, 290.906, -1.10852, 289.161, -119.838, 288.527, 120.036, 915.836, 178.891, 921.379, 60.1622, 923.39, -59.9643
10, 0.39600, 290.907, -1.10845, 289.161, -119.838, 288.527, 120.036, 915.839, 178.892, 921.381, 60.1622, 923.391, -59.9643
10, 0.39700, 290.907, -1.10842, 289.161, -119.838, 288.527, 120.036, 915.841, 178.892, 921.382, 60.1622, 923.392, -59.9643
10, 0.39800, 290.907, -1.10839, 289.161, -119.838, 288.527, 120.036, 915.842, 178.892, 921.383, 60.1622, 923.392, -59.9643
10, 0.39900, 290.907, -1.10837, 289.161, -119.838, 288.527, 120.036, 915.842, 178.892, 921.384, 60.1622, 923.393, -59.9643
10, 0.40000, 290.907, -1.10836, 289.161, -119.838, 288.527, 120.036, 915.843, 178.892, 921.384, 60.1622, 923.393, -59.9643
10, 0.40100, 290.907, -1.10835, 289.161, -119.838, 288.527, 120.036, 915.843, 178.892, 921.384, 60.1622, 923.393, -59.9643
10, 0.40200, 290.907, -1.10834, 289.161, -119.838, 288.527, 120.036, 915.843, 178.892, 921.384, 60.1622, 923.393, -59.9643
10, 0.40300, 290.907, -1.10834, 289.161, -119.838, 288.527, 120.036, 915.843, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.40400, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.843, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.40500, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.843, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.40600, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.40700, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.40800, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.40900, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41000, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41100, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41200, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41300, 290.907, -1.10833, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41400, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41500, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41600, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41700, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41800, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.41900, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42000, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42100, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42200, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42300, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42400, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42500, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42600, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42700, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42800, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.42900, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43000, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43100, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43200, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43300, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43400, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43500, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43600, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43700, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43800, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.43900, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44000, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44100, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44200, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44300, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44400, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44500, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44600, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44700, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44800, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.44900, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45000, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45100, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45200, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45300, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45400, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45500, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45600, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45700, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45800, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.45900, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46000, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46100, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46200, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46300, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46400, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46500, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46600, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46700, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46800, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.46900, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
10, 0.47000, 290.907, -1.10832, 289.161, -119.838, 288.527, 120.036, 915.844, 178.892, 921.385, 60.1622, 923.393, -59.9643
