hour,t(sec),kWh,State,kWOut,kWIn,kvarOut,DCkW,kWTotalLosses,kWInvLosses,kWIdlingLosses,kWChDchLosses,"kWh Chng",InvEff,InverterON,Vref,"Vavg (DRC)","VV Oper","VW Oper","DRC Oper","VV_DRC Oper","WP Oper","WV Oper",kWDesired,"kW VW Limit","Limit kWOut Function","kVA Exceeded","Grid voltage",di/dt,it,"it History","Rated VDC","Avg duty cycle","Target (Amps)","Series L","Max. Amps (phase)"
10, 0.10700, 5999.98, 1, 797.913, 0, -0.0000445277, 797.913, 97.5458, -3.26961E-14, 8, 89.5458, -0.0002487, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.524, 137.54, 921.858, 921.789, 700, 0.603724, 924.244, 0.000381972, 962.25
10, 0.10800, 5999.98, 1, 798.031, 0, -0.0000423326, 798.031, 97.559, 3.64153E-14, 8, 89.559, -0.000248738, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.525, 129.741, 921.992, 921.927, 700, 0.603749, 924.242, 0.000381972, 962.25
10, 0.10900, 5999.98, 1, 798.142, 0, -0.0000401623, 798.142, 97.5714, 4.36873E-14, 8, 89.5714, -0.000248775, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.525, 122.385, 922.118, 922.056, 700, 0.603772, 924.24, 0.000381972, 962.25
10, 0.11000, 5999.98, 1, 798.247, 0, -0.000038046, 798.247, 97.583, -4.54636E-14, 8, 89.583, -0.000248809, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.526, 115.446, 922.237, 922.179, 700, 0.603794, 924.239, 0.000381972, 962.25
10, 0.11100, 5999.98, 1, 798.346, 0, -0.0000360015, 798.346, 97.594, 2.82552E-14, 8, 89.594, -0.000248842, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.526, 108.901, 922.349, 922.294, 700, 0.603814, 924.238, 0.000381972, 962.25
10, 0.11200, 5999.98, 1, 798.44, 0, -0.0000340396, 798.44, 97.6044, 5.4956E-15, 8, 89.6044, -0.000248872, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.526, 102.727, 922.455, 922.403, 700, 0.603834, 924.237, 0.000381972, 962.25
10, 0.11300, 5999.98, 1, 798.528, 0, -0.0000321658, 798.528, 97.6143, 2.77556E-15, 8, 89.6143, -0.000248901, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.527, 96.9034, 922.554, 922.506, 700, 0.603852, 924.235, 0.000381972, 962.25
10, 0.11400, 5999.98, 1, 798.612, 0, -0.000030382, 798.612, 97.6235, -8.16014E-15, 8, 89.6235, -0.000248928, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.527, 91.4101, 922.649, 922.603, 700, 0.603869, 924.234, 0.000381972, 962.25
10, 0.11500, 5999.98, 1, 798.69, 0, -0.0000286882, 798.69, 97.6322, -5.17919E-14, 8, 89.6322, -0.000248954, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.527, 86.2284, 922.737, 922.694, 700, 0.603886, 924.233, 0.000381972, 962.25
10, 0.11600, 5999.98, 1, 798.764, 0, -0.0000270827, 798.764, 97.6405, -7.21645E-15, 8, 89.6405, -0.000248978, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.528, 81.3404, 922.821, 922.78, 700, 0.603901, 924.232, 0.000381972, 962.25
10, 0.11700, 5999.98, 1, 798.834, 0, -0.0000255627, 798.834, 97.6482, 5.63993E-14, 8, 89.6482, -0.000249001, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.528, 76.7297, 922.9, 922.862, 700, 0.603916, 924.231, 0.000381972, 962.25
10, 0.11800, 5999.98, 1, 798.9, 0, -0.0000241251, 798.9, 97.6556, 1.82077E-14, 8, 89.6556, -0.000249023, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.528, 72.3804, 922.975, 922.939, 700, 0.60393, 924.23, 0.000381972, 962.25
10, 0.11900, 5999.98, 1, 798.962, 0, -0.0000227663, 798.962, 97.6625, 3.73035E-14, 8, 89.6625, -0.000249043, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.529, 68.2776, 923.045, 923.011, 700, 0.603943, 924.229, 0.000381972, 962.25
10, 0.12000, 5999.98, 1, 799.021, 0, -0.0000214827, 799.021, 97.669, -2.7256E-14, 8, 89.669, -0.000249062, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.529, 64.4075, 923.111, 923.079, 700, 0.603955, 924.229, 0.000381972, 962.25
10, 0.12100, 5999.98, 1, 799.076, 0, -0.0000202705, 799.076, 97.6752, 5.55112E-14, 8, 89.6752, -0.000249081, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.529, 60.7568, 923.174, 923.144, 700, 0.603966, 924.228, 0.000381972, 962.25
10, 0.12200, 5999.98, 1, 799.129, 0, -0.000019126, 799.129, 97.681, 5.09592E-14, 8, 89.681, -0.000249098, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.529, 57.3131, 923.233, 923.204, 700, 0.603977, 924.227, 0.000381972, 962.25
10, 0.12300, 5999.97, 1, 799.178, 0, -0.0000180457, 799.178, 97.6864, -2.08722E-14, 8, 89.6864, -0.000249114, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 54.0646, 923.289, 923.262, 700, 0.603988, 924.227, 0.000381972, 962.25
10, 0.12400, 5999.97, 1, 799.217, 0, -0.000194146, 799.217, 97.6908, 2.09277E-14, 8, 89.6908, -0.000249129, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 33.7959, 923.333, 923.316, 700, 0.603988, 924.226, 0.000381972, 962.25
10, 0.12500, 5999.97, 1, 799.242, 0, -0.000126852, 799.242, 97.6936, 1.09357E-14, 8, 89.6936, -0.000249141, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 24.0277, 923.362, 923.35, 700, 0.603988, 924.226, 0.000381972, 962.25
10, 0.12600, 5999.97, 1, 799.26, 0, -0.0000893955, 799.26, 97.6956, -1.54321E-14, 8, 89.6956, -0.000249149, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 16.9083, 923.382, 923.374, 700, 0.603988, 924.226, 0.000381972, 962.25
10, 0.12700, 5999.97, 1, 799.273, 0, -0.0000626064, 799.273, 97.697, -3.63598E-14, 8, 89.697, -0.000249154, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 11.9081, 923.396, 923.391, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.12800, 5999.97, 1, 799.282, 0, -0.0000438675, 799.282, 97.698, -2.81442E-14, 8, 89.698, -0.000249158, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 8.38633, 923.407, 923.402, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.12900, 5999.97, 1, 799.288, 0, -0.0000307365, 799.288, 97.6987, 4.00235E-14, 8, 89.6987, -0.000249161, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 5.90634, 923.414, 923.411, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13000, 5999.97, 1, 799.293, 0, -0.0000215363, 799.293, 97.6992, 2.45914E-14, 8, 89.6992, -0.000249163, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 4.15985, 923.419, 923.417, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13100, 5999.97, 1, 799.296, 0, -0.0000150901, 799.296, 97.6996, 1.91513E-14, 8, 89.6996, -0.000249164, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 2.92989, 923.422, 923.421, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13200, 5999.97, 1, 799.298, 0, -0.0000105736, 799.298, 97.6998, 6.38378E-15, 8, 89.6998, -0.000249165, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 2.06365, 923.425, 923.424, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13300, 5999.97, 1, 799.3, 0, -7.40891E-6, 799.3, 97.7, -1.90403E-14, 8, 89.7, -0.000249166, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 1.45357, 923.427, 923.426, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13400, 5999.97, 1, 799.301, 0, -5.1915E-6, 799.301, 97.7001, -2.9976E-14, 8, 89.7001, -0.000249167, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 1.02387, 923.428, 923.427, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13500, 5999.97, 1, 799.302, 0, -3.63779E-6, 799.302, 97.7002, -5.09037E-14, 8, 89.7002, -0.000249167, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.721222, 923.429, 923.428, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13600, 5999.97, 1, 799.302, 0, -2.54911E-6, 799.302, 97.7002, -8.16014E-15, 8, 89.7002, -0.000249167, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.508047, 923.429, 923.429, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13700, 5999.97, 1, 799.303, 0, -1.78626E-6, 799.303, 97.7003, -3.60822E-15, 8, 89.7003, -0.000249167, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.35789, 923.43, 923.43, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13800, 5999.97, 1, 799.303, 0, -1.25172E-6, 799.303, 97.7003, 1.09357E-14, 8, 89.7003, -0.000249167, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.25212, 923.43, 923.43, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.13900, 5999.97, 1, 799.303, 0, -8.77155E-7, 799.303, 97.7003, -5.54556E-14, 8, 89.7003, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.177613, 923.43, 923.43, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14000, 5999.97, 1, 799.303, 0, -6.14682E-7, 799.303, 97.7003, 5.27911E-14, 8, 89.7003, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.125128, 923.43, 923.43, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14100, 5999.97, 1, 799.303, 0, -4.30757E-7, 799.303, 97.7004, -5.27356E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0881544, 923.43, 923.43, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14200, 5999.97, 1, 799.303, 0, -3.01869E-7, 799.303, 97.7004, -3.81917E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0621074, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14300, 5999.97, 1, 799.303, 0, -2.11549E-7, 799.303, 97.7004, -4.17999E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0437575, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14400, 5999.97, 1, 799.303, 0, -1.48257E-7, 799.303, 97.7004, -2.45359E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0308299, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14500, 5999.97, 1, 799.303, 0, -1.03903E-7, 799.303, 97.7004, -4.17999E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.021722, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14600, 5999.97, 1, 799.303, 0, -7.28169E-8, 799.303, 97.7004, 2.37033E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0153052, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14700, 5999.97, 1, 799.303, 0, -5.10324E-8, 799.303, 97.7004, -5.44009E-15, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0107841, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14800, 5999.97, 1, 799.303, 0, -3.57666E-8, 799.303, 97.7004, -4.36318E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.00759873, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.14900, 5999.97, 1, 799.303, 0, -2.50668E-8, 799.303, 97.7004, 2.73115E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.00535433, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15000, 5999.97, 1, 799.303, 0, -1.75679E-8, 799.303, 97.7004, 5.63993E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.00377293, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15100, 5999.97, 1, 799.303, 0, -1.2314E-8, 799.303, 97.7004, 2.77556E-15, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.00265864, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15200, 5999.97, 1, 799.303, 0, -8.63139E-9, 799.303, 97.7004, -4.724E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.00187348, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15300, 5999.97, 1, 799.303, 0, -6.04909E-9, 799.303, 97.7004, 2.82552E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.00132022, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15400, 5999.97, 1, 799.303, 0, -4.24102E-9, 799.303, 97.7004, 3.82472E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.000930362, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15500, 5999.97, 1, 799.303, 0, -2.97251E-9, 799.303, 97.7004, 2.54796E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.000655635, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15600, 5999.97, 1, 799.303, 0, -2.08321E-9, 799.303, 97.7004, 2.54796E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.000462044, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15700, 5999.97, 1, 799.303, 0, -1.45964E-9, 799.303, 97.7004, 2.54796E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.000325624, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15800, 5999.97, 1, 799.303, 0, -1.02439E-9, 799.303, 97.7004, 4.91274E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.000229479, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.15900, 5999.97, 1, 799.303, 0, -7.169E-10, 799.303, 97.7004, 7.32747E-15, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.000161728, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16000, 5999.97, 1, 799.303, 0, -5.02319E-10, 799.303, 97.7004, -4.45199E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.000113981, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16100, 5999.97, 1, 799.303, 0, -3.52856E-10, 799.303, 97.7004, 2.37033E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0000803295, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16200, 5999.97, 1, 799.303, 0, -2.46834E-10, 799.303, 97.7004, -2.7256E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0000566166, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16300, 5999.96, 1, 799.303, 0, -1.74464E-10, 799.303, 97.7004, 2.00395E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.000039906, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16400, 5999.96, 1, 799.303, 0, -1.21397E-10, 799.303, 97.7004, -1.81521E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0000281269, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16500, 5999.96, 1, 799.303, 0, -8.47522E-11, 799.303, 97.7004, -2.18159E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0000198237, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16600, 5999.96, 1, 799.303, 0, -6.01385E-11, 799.303, 97.7004, 3.00315E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 0.0000139705, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16700, 5999.96, 1, 799.303, 0, -4.16521E-11, 799.303, 97.7004, 3.66374E-15, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 9.85011E-6, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16800, 5999.96, 1, 799.303, 0, -3.01143E-11, 799.303, 97.7004, 4.64073E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 6.94478E-6, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.16900, 5999.96, 1, 799.303, 0, -1.90248E-11, 799.303, 97.7004, -1.77636E-15, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 4.8883E-6, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17000, 5999.96, 1, 799.303, 0, -1.42682E-11, 799.303, 97.7004, 1.18794E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 3.44985E-6, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17100, 5999.96, 1, 799.303, 0, -9.54515E-12, 799.303, 97.7004, 4.60743E-15, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 2.42793E-6, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17200, 5999.96, 1, 799.303, 0, -6.14909E-12, 799.303, 97.7004, 1.73195E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 1.71525E-6, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17300, 5999.96, 1, 799.303, 0, -3.34512E-12, 799.303, 97.7004, 4.82392E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 1.2066E-6, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17400, 5999.96, 1, 799.303, 0, -4.24916E-12, 799.303, 97.7004, -4.17999E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 8.54798E-7, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17500, 5999.96, 1, 799.303, 0, -2.39834E-12, 799.303, 97.7004, 1.73195E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 6.00769E-7, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17600, 5999.96, 1, 799.303, 0, -2.36287E-12, 799.303, 97.7004, -4.81837E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 4.20851E-7, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17700, 5999.96, 1, 799.303, 0, -1.43427E-12, 799.303, 97.7004, -3.81917E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 3.00161E-7, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17800, 5999.96, 1, 799.303, 0, -5.36602E-14, 799.303, 97.7004, 2.64233E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 2.0983E-7, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.17900, 5999.96, 1, 799.303, 0, -9.21318E-13, 799.303, 97.7004, -3.18079E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 1.48369E-7, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.18000, 5999.96, 1, 799.303, 0, -1.11322E-12, 799.303, 97.7004, 4.82392E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 1.08189E-7, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.18100, 5999.96, 1, 799.303, 0, -1.55433E-12, 799.303, 97.7004, 2.27596E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 7.29197E-8, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.18200, 5999.96, 1, 799.303, 0, -4.90218E-13, 799.303, 97.7004, -1.17684E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 5.31272E-8, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.18300, 5999.96, 1, 799.303, 0, -4.65661E-13, 799.303, 97.7004, -1.90403E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 3.49717E-8, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.18400, 5999.96, 1, 799.303, 0, -7.75799E-13, 799.303, 97.7004, 5.18474E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 2.4257E-8, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.18500, 5999.96, 1, 799.303, 0, 6.83031E-13, 799.303, 97.7004, 3.73035E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 1.65185E-8, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.18600, 5999.96, 1, 799.303, 0, -8.34007E-13, 799.303, 97.7004, -4.63518E-14, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 1.10124E-8, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
10, 0.18700, 5999.96, 1, 799.303, 0, -6.8394E-13, 799.303, 97.7004, 6.38378E-15, 8, 89.7004, -0.000249168, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 800, 9999, 800, 1, 288.53, 9.07776E-9, 923.431, 923.431, 700, 0.603988, 924.225, 0.000381972, 962.25
