hour,t(sec),"P1 (kW)","Q1 (kvar)","P2 (kW)","Q2 (kvar)","P3 (kW)","Q3 (kvar)"
10, 0.41500, -266.425, 5.36508E-8, -266.428, 3.34877E-8, -266.424, 1.46862E-8
10, 0.41600, -266.425, 3.71255E-8, -266.428, 2.37988E-8, -266.424, 1.02158E-8
10, 0.41700, -266.425, 2.56818E-8, -266.428, 1.68987E-8, -266.424, 7.12038E-9
10, 0.41800, -266.425, 1.77622E-8, -266.428, 1.19866E-8, -266.424, 4.97219E-9
10, 0.41900, -266.425, 1.22807E-8, -266.428, 8.4935E-9, -266.424, 3.48127E-9
10, 0.42000, -266.425, 8.48864E-9, -266.428, 6.00969E-9, -266.424, 2.4467E-9
10, 0.42100, -266.425, 5.86707E-9, -266.428, 4.2451E-9, -266.424, 1.72398E-9
10, 0.42200, -266.425, 4.05276E-9, -266.428, 2.99467E-9, -266.424, 1.22075E-9
10, 0.42300, -266.425, 2.79959E-9, -266.428, 2.10448E-9, -266.424, 8.73217E-10
10, 0.42400, -266.425, 1.93333E-9, -266.428, 1.47354E-9, -266.424, 6.28133E-10
10, 0.42500, -266.425, 1.33304E-9, -266.428, 1.02757E-9, -266.424, 4.57774E-10
10, 0.42600, -266.425, 9.20716E-10, -266.428, 7.09886E-10, -266.424, 3.36309E-10
10, 0.42700, -266.425, 6.35431E-10, -266.428, 4.86732E-10, -266.424, 2.5316E-10
10, 0.42800, -266.425, 4.37939E-10, -266.428, 3.27695E-10, -266.424, 1.94414E-10
10, 0.42900, -266.425, 3.01694E-10, -266.428, 2.1547E-10, -266.424, 1.5329E-10
10, 0.43000, -266.425, 2.08361E-10, -266.428, 1.34431E-10, -266.424, 1.26354E-10
10, 0.43100, -266.425, 1.44131E-10, -266.428, 7.95699E-11, -266.424, 1.04032E-10
10, 0.43200, -266.425, 9.85901E-11, -266.428, 4.11965E-11, -266.424, 8.87958E-11
10, 0.43300, -266.425, 6.76337E-11, -266.428, 1.22964E-11, -266.424, 8.02829E-11
10, 0.43400, -266.425, 4.70136E-11, -266.428, -7.93079E-12, -266.424, 7.28178E-11
10, 0.43500, -266.425, 3.18614E-11, -266.428, -2.18133E-11, -266.424, 6.81903E-11
10, 0.43600, -266.425, 2.1204E-11, -266.428, -3.05008E-11, -266.424, 6.41885E-11
10, 0.43700, -266.425, 1.51094E-11, -266.428, -3.99014E-11, -266.424, 6.25878E-11
10, 0.43800, -266.425, 1.09576E-11, -266.428, -4.2477E-11, -266.424, 5.80039E-11
10, 0.43900, -266.425, 7.82165E-12, -266.428, -4.80068E-11, -266.424, 5.97647E-11
10, 0.44000, -266.425, 4.84397E-12, -266.428, -4.9331E-11, -266.424, 5.79166E-11
10, 0.44100, -266.425, 3.27691E-12, -266.428, -5.18921E-11, -266.424, 5.74946E-11
10, 0.44200, -266.425, 2.67119E-12, -266.428, -5.28235E-11, -266.424, 5.54137E-11
10, 0.44300, -266.425, 6.92125E-13, -266.428, -5.38566E-11, -266.424, 5.73054E-11
10, 0.44400, -266.425, 1.32695E-12, -266.428, -5.36966E-11, -266.424, 5.4526E-11
10, 0.44500, -266.425, 8.71296E-13, -266.428, -5.39003E-11, -266.424, 5.57629E-11
10, 0.44600, -266.425, 1.09412E-12, -266.428, -5.5079E-11, -266.424, 5.48607E-11
10, 0.44700, -266.425, 1.15142E-12, -266.428, -5.52245E-11, -266.424, 5.46861E-11
10, 0.44800, -266.425, 3.03771E-13, -266.428, -5.40749E-11, -266.424, 5.41477E-11
10, 0.44900, -266.425, 1.45519E-14, -266.428, -5.48462E-11, -266.424, 5.52827E-11
10, 0.45000, -266.425, 2.00089E-14, -266.428, -5.48171E-11, -266.424, 5.55738E-11
10, 0.45100, -266.425, -9.27685E-14, -266.428, -5.40604E-11, -266.424, 5.48607E-11
10, 0.45200, -266.425, -4.91127E-14, -266.428, -5.51518E-11, -266.424, 5.49771E-11
10, 0.45300, -266.425, 9.09495E-15, -266.428, -5.43223E-11, -266.424, 5.36238E-11
10, 0.45400, -266.425, 0, -266.428, -5.51518E-11, -266.424, 5.50499E-11
10, 0.45500, -266.425, 5.54792E-14, -266.428, -5.46279E-11, -266.424, 5.51081E-11
10, 0.45600, -266.425, 2.09184E-14, -266.428, -5.51227E-11, -266.424, 5.5079E-11
10, 0.45700, -266.425, 3.00133E-14, -266.428, -5.50499E-11, -266.424, 5.42495E-11
10, 0.45800, -266.425, 2.72848E-15, -266.428, -5.51227E-11, -266.424, 5.50499E-11
10, 0.45900, -266.425, -5.92991E-13, -266.428, -5.4526E-11, -266.424, 5.49335E-11
10, 0.46000, -266.425, -6.26642E-13, -266.428, -5.45551E-11, -266.424, 5.47298E-11
10, 0.46100, -266.425, 3.49246E-13, -266.428, -5.51663E-11, -266.424, 5.64032E-11
10, 0.46200, -266.425, 1.70076E-13, -266.428, -5.46715E-11, -266.424, 5.51081E-11
10, 0.46300, -266.425, 3.54703E-13, -266.428, -5.49189E-11, -266.424, 5.4235E-11
10, 0.46400, -266.425, 4.502E-13, -266.428, -5.56756E-11, -266.424, 5.58357E-11
10, 0.46500, -266.425, -7.51243E-13, -266.428, -5.48462E-11, -266.424, 5.57629E-11
10, 0.46600, -266.425, -5.63887E-13, -266.428, -5.48753E-11, -266.424, 5.42641E-11
10, 0.46700, -266.425, 9.09495E-16, -266.428, -5.50353E-11, -266.424, 5.51227E-11
10, 0.46800, -266.425, -2.42835E-13, -266.428, -5.37693E-11, -266.424, 5.48753E-11
10, 0.46900, -266.425, -9.09495E-14, -266.428, -5.59958E-11, -266.424, 5.5923E-11
10, 0.47000, -266.425, -7.50333E-13, -266.428, -5.49917E-11, -266.424, 5.51954E-11
